Sample_ID	Customer_ID
2986	101462194
2987	101491774
2988	100985450
2989	101145010
2990	101265928
2991	101462190
2992	100985444
2993	101553817
2994	101606921
2995	101606919
2996	100985446
2997	101482859
2998	101516325
2999	101144982
3000	101406466
3002	101406519
3003	101306071
3004	101406460
3005	101406444
3006	101563441
3007	101012419
3008	20560447
3009	20562463
3011	101228968
3012	100966249
3013	101562415
3014	101352993
3016	101578688
3017	101527471
3018	101280484
3019	101554115
3020	101314007
3021	101553994
3022	101316907
3023	101317038
3024	101202927
3025	101513032
3026	101513030
3027	101391123
3028	100966269
3030	101435724
3031	101408876
3035	101406655
3036	101406658
3037	101318090
3038	101408879
3039	100775164
3040	100775168
3043	100775170
3045	101406649
3046	101318094
3047	101145038
3048	101228964
3050	101145060
3051	101554089
3052	101316904
3053	101316908
3054	101316901
3055	101491858
3056	101314011
3057	101537279
3058	101537281
3059	101537286
3062	101528519
3063	101528523
3064	100782867
3066	101528515
3067	100782866
3068	101353095
3070	101353092
3071	101570826
3072	101528517
3075	101636472
3076	101607073
3077	20559350
3079	20560343
3080	101365190
3081	20559347
3082	101578690
3083	101306275
3084	20559374
3086	101156542
3088	101712096
3089	100757042
3090	101575717
3091	101563410
3092	100775237
3093	101306290
3094	101652505
3095	101663424
3096	101712098
3097	101563406
3098	100757043
3099	100775239
3100	100775254
3101	100775242
3102	100757041
3103	101728455
3104	100775247
3105	100775249
3106	100775251
3107	101515528
3108	101515530
3109	101581344
3110	100775244
3111	101663425
3112	101362145
3113	101306234
3115	101652488
3116	101515526
3117	101362149
3118	101365176
3120	101608167
3122	101652444
3125	101365172
3126	101581343
3127	101560499
3128	100775132
3129	100775138
3130	100999864
3131	101516365
3132	100775135
3133	101516360
3134	101710790
3135	101318057
3136	101710799
3137	101606953
3138	101636331
3139	101710797
3140	101318072
3141	101560493
3142	101562257
3143	101280443
3144	101202746
3145	101710802
3146	101606945
3147	101728349
3148	101728347
3149	101406951
3150	101560495
3151	100775140
3152	100775200
3153	101283521
3154	101283520
3156	100775205
3157	101663357
3158	101652442
3159	101280813
3160	101712062
3177	101581731
3178	101581726
3181	100273436
3182	101581723
3183	101801462
3186	101608499
3188	101510690
3189	100273441
3190	101531769
3191	101539371
3192	101510686
3193	100273443
3194	101608498
3197	101608502
3198	101429139
3199	101579015
3200	101663599
3201	101608434
3203	101753105
3204	101608432
3205	176375
3206	101663601
3207	101753099
3208	101581652
3209	101247729
3210	101753107
3211	153757
3212	101663594
3213	101663585
3214	101581650
3215	101753103
3216	101753109
3217	183147
3218	101663596
3219	101531747
3221	101753101
3223	101539398
3224	100785906
3225	101531748
3226	101581647
3227	101753097
3228	101581909
3229	101785096
3231	S1PW1
3232	S1PW2
3233	S1PW3
3234	S1PW4
3235	S1PW5
3237	S1CL1
3238	S1CL2
3239	S1CL3
3240	S1CL4
3241	S1CL5
3242	S1CLcontrol
3243	S1CO1
3244	S1CO2
3245	S1CO3
3246	S1CO4
3247	S1CO5
3248	S2PW1
3249	S2PW2
3250	S2PW3
3251	S2PW4
3252	S2PW5
3253	S2CL1
3254	S2CL2
3255	S2CL3
3256	S2CL4
3257	S2CL5
3258	S2CLcontrol
3259	S2CO1
3260	S2CO2
3261	S2CO3
3262	S2CO4
3263	S2CO5
7	101195319
9	101195325
12	101195439
17	101195373
22	101196165
35	100763709
41	100763696
42	100762777
54	none present
55	100763705
62	100763776
63	100763714
68	100559896
73	none present
76	100763691
77	100762785
82	100559966
84	none present
85	100763827
86	none present
91	100763820
92	100763782
100	100763785
101	none present
102	100763824
104	none present
106	100763718
109	10055990
115	100905964
119	100900854
122	101104582
130	101104488
141	101255023
144	101104511
146	100906049
155	100900824
160	101254933
161	100906056
166	101103346
168	101103333
169	100906050
170	101104629
176	101104631
177	101104626
179	100906054
181	100900920
182	101104624
186	101103324
188	100900901
189	101104592
193	101103301
195	101254931
197	101254935
202	100535265
211	100954515
229	100497876
230	100497896
236	100272877
237	100497850
241	100269639
245	N/A
247	N/A
256	N/A
269	N/A
271	N/A
276	N/A
277	N/A
278	N/A
281	N/A
283	N/A
285	N/A
286	N/A
294	N/A
297	N/A
299	N/A
303	N/A
309	N/A
320	n/a
321	n/a
327	n/a
337	n/a
343	n/a
346	n/a
347	n/a
355	n/a
358	n/a
366	n/a
367	n/a
368	n/a
376	100803474
377	101016298
381	100803470
441	100964177
444	100567817
446	100964216
449	100957009
451	100964218
452	100964228
456	100814143
459	100814130
460	100747389
462	100753009
467	100747281
470	100747213
471	100814121
474	100814343
476	100749366
480	100747279
485	100742095
493	100747178
498	100742066
501	100747252
505	101203106
513	100593130
518	100593062
522	100588933
529	100590236
531	100592934
537	101006129
540	N/A
549	1002104
553	101002176
554	101002207
559	101002170
565	101002139
568	100822005
570	101006191
576	101294807
577	100738044
584	100740580
587	100735630
605	100735582
606	100731356
617	100737495
618	101121362
620	100738088
622	101121387
624	100738085
634	101121329
637	100731448
638	100738084
646	100738080
663	101294814
664	100990142
669	101294843
680	100358946
682	100550557
718	101039409
722	100915347
735	101211319
737	100951272
741	101211305
746	101122130
747	101122062
748	100946218
749	101121971
750	101122065
765	100946208
767	100946234
769	100946292
772	100940837
773	N/A
775	100946436
777	100940821
778	100940829
781	100940776
782	101122084
791	ILLEGIBLE
792	100946230
797	100689728
802	100896825
804	101196281
822	101196065
825	100896606
827	101196344
830	101195686
831	101195233
835	101195907
836	100689740
838	101196207
848	101094920
854	101094915
861	101094926
862	101094874
863	101094911
867	101094890
871	101094877
877	100912088
878	101094852
879	101094902
884	101094900
890	101094919
891	101094913
894	101094846
902	101094844
904	101094871
908	101094826
911	101094830
913	101094843
916	101094835
929	101095055
942	101095075
953	101095022
961	101095064
973	101095038
981	101094827
984	101094825
985	101094865
988	101094848
994	101094836
1018	101112796
1021	101119132
1023	101112549
1028	101220263
1034	101111062
1036	101112695
1038	101118977
1042	101115736
1064	101079563
1068	100492789
1069	101077618
1073	101078052
1075	100492819
1076	101079446
1077	100492804
1079	101079223
1081	100650446
1082	100711668
1084	100873794
1086	100874047
1087	100875187
1088	100875189
1089	100875217
1090	100877459
1091	100877463
1092	100877468
1093	101170655
1097	101170725
1100	101170736
1131	101139706
1132	100955022
1154	100560217
1160	100774822
1161	100560230
1173	101265690
1174	100560221
1181	100560233
1182	100763901
1186	100560238
1191	100560274
1194	100763889
1195	100774852
1200	100774841
1202	100560251
1203	100763870
1204	100560273
1209	100560215
1210	100763904
1216	100763910
1217	100774868
1219	100763842
1221	100560224
1224	100560227
1229	101265658
1239	101323754
1240	100052585
1244	100593800
1250	101323756
1256	101206355
1259	100593842
1267	101009552
1272	101009589
1284	101009576
1285	100804002
1294	101094944
1296	101094997
1297	101095313
1301	101094976
1305	101095001
1308	101094992
1314	101095317
1317	101094949
1318	101094965
1320	101094951
1321	101094947
1323	101094945
1336	101095318
1339	101094960
1345	101095320
1359	101094982
1360	101094974
1364	101094946
1368	101094996
1370	101094954
1373	101094969
1375	101095010
1379	101095183
1392	101094948
1410	101095081
1411	101095125
1421	101095109
1424	101095132
1427	101095121
1439	101095135
1451	101123013
1452	101122974
1456	100946821
1457	100946923
1460	100946784
1463	100940894
1465	100940912
1471	101119973
1480	100946790
1481	101123010
1482	101122981
1485	101119844
1487	100946880
1488	100634569
1489	100946891
1494	101119925
1496	100946901
1497	100940897
1498	100940884
1504	101120041
1510	101131473
1520	101185008
1522	101134446
1525	101134441
1533	101129971
1539	101178661
1544	101134407
1547	101129927
1549	101185088
1550	101134314
1554	101134515
1555	101130051
1565	101130095
1568	101134230
1571	101134291
1577	NOT GIVEN
1580	101130062
1585	101130009
1586	101130017
1593	101130016
1594	101130038
1595	101129999
1604	101134542
1605	NOT GIVEN
1606	101131549
1611	101184965
1613	101178515
1625	NOT GIVEN
1626	101131543
1631	101020941
1638	101002712
1643	101002657
1648	101186191
1649	101020971
1653	101021137
1655	101002714
1657	101021118
1679	101040272
1681	100916070
1691	100868852
1692	100868853
1700	100861692
1703	100498418
1704	100928195
1709	100498362
1717	100498412
1718	100932399
1736	101046499
1751	100825166
1754	100749841
1756	100344584
1759	100749821
1763	100754688
1764	100324807
1773	100324805
1774	100747543
1789	100827948
1790	100754737
1941	101278141
1945	101197183
1949	NOT GIVEN
1957	101278147
1959	101278323
1960	101278106
1961	101278118
1972	101276518
1989	NOT GIVEN
1992	NOT GIVEN
1995	101197144
2000	NOT GIVEN
2004	101197186
2007	NOT GIVEN
2008	100894690
2009	NOT GIVEN
2020	100334966
2031	101227824
2040	100957546
2041	101218608
2042	100965061
2046	100965065
2050	101284285
2055	100248455
2058	101270517
2059	100306595
2061	100306516
2062	100712055
2066	100306626
2070	100308412
2072	101167184
2074	100306624
2077	100306589
2078	100306708
2079	101273800
2092	101234631
2095	101082441
2100	101081126
2102	101082253
2103	101082470
2106	101081147
2107	101082540
2110	100901408
2111	101252325
2112	101252533
2113	101248649
2114	101248621
2118	101103738
2120	101103761
2128	100901417
2130	101103712
2137	101103717
2143	101311268
2146	100901351
2147	100901412
2157	101311178
2162	101252632
2163	100901523
2164	101311314
2170	101311083
2171	101311355
2174	101250917
2186	101311305
2193	100901487
2196	100901435
2200	101252132
2206	101252300
2211	100866926
2212	100866815
2232	100976991
2240	100738802
2266	100987710
2271	100987728
2275	100738783
2276	100732169
2283	100738764
2285	101291756
2289	100990431
2292	100732181
2293	100732178
2307	101295134
2315	NOT GIVEN
2322	100735820
2328	100992865
2330	101294990
2333	101237326
2344	101221375
2353	NOT GIVEN
2358	101230917
2364	NOT GIVEN
2366	101239157
2368	101115827
2371	NOT GIVEN
21	101279637
81	100763815
148	101254932
180	100900948
198	100900996
209	100954519
239	100495892
495	100742052
519	101203132
582	100740598
585	100740601
598	100731333
608	100735596
610	100731331
625	100737977
628	100737488
630	100737439
633	100737493
642	100738078
643	100737501
644	100737498
652	100738076
671	100731536
696	100868679
699	101211294
798	101196503
806	100890613
934	101095051
944	101095058
976	101095071
1085	100874031
1094	101170708
1095	101170710
1096	101170712
1098	101170731
1099	101170733
1101	101170741
1102	101170742
1103	101170744
1199	100774859
1241	101323776
1385	101095186
1403	101095085
1429	101095103
1512	101130090
1523	101130092
1570	101130086
1591	101130088
1600	101129978
1632	101020953
1693	100861694
1696	100949794
1701	100949761
1705	100272964
1744	101045203
1798	100744957
1939	100688233
1971	101278133
1994	101278221
2064	101270511
2067	101270477
2068	101270476
2075	101270480
2076	101270514
2122	101311349
2178	101311296
2194	100901327
2226	100863393
2241	101291761
2243	101291763
2253	101291765
2254	100738727
2255	100738719
2257	100987741
2259	100992748
2260	100738741
2261	100987696
2269	100992818
2270	100738753
2282	101291751
2294	100732185
2295	101291749
2312	100162050
2325	100990533
2329	100990454
2340	101238442
2373	101239161
2386	101152558
2387	101547628
2389	101455957
2392	101535228
2401	101152507
2420	101152574
2422	101611342
2424	101152576
2432	101155175
2436	101611299
2450	101663445
2461	101321094
2476	101152603
2487	101560518
2489	101560517
2495	101560503
2503	101481286
2509	101316948
2513	101578131
2525	101406567
2534	100999697
2539	101144996
2543	101267545
2544	100999715
2552	101144964
2563	101155150
2577	100985438
2590	101145002
2596	100985374
2602	101455662
2607	101652567
2611	101362193
2635	101145022
2637	100985473
2643	101152634
2648	100985479
2650	101316900
2652	100775272
2654	101155269
2657	100999880
2660	100373074
2663	101145071
2672	101352851
2681	101723774
2685	101152527
2696	101202843
2705	101733272
2709	101365302
2711	101365298
2713	101365299
2759	101365216
2765	101481753
2775	101608391
2778	101578871
2830	101522696
2845	101522722
2849	101481763
2851	101297855
2867	101481339
2879	BSO146261
2912	101562307
2944	101446908
2977	101145008
2979	101412635
3029	101475867
3032	100999878
3034	101145041
3041	100999873
3042	101145035
3044	101318096
3049	101462292
3085	20560451
3114	101152587
3119	101515519
3121	100838584
3123	101152589
3124	101493041
3155	101152548
3179	101505785
3180	101505777
3184	101801460
3187	101801459
3195	101505781
3196	101801456
3202	100935348
3220	101723783
3222	101581910
265	N/A
282	N/A
458	100824663
472	100827457
481	100747195
509	100588945
523	100588947
526	100592936
528	100588901
842	101094924
864	101094904
928	101095074
1006	100334638
1040	101115608
1060	100492815
1114	100618805
1116	100618754
1243	101323759
1248	100593668
1255	101323762
1257	100593862
1302	101094958
1337	101094943
1342	101094995
1374	101095013
1415	101095112
1567	101129918
1576	101134254
1670	100916053
1735	101223780
1742	101046545
1779	100344690
1784	100754669
1785	100754686
2018	100966046
2033	100966043
2035	101227830
2056	100957728
2094	101081175
2216	100620275
2346	101221418
2367	101231240
88	none present
873	101094905
1109	100618815
1184	100774821
2319	101291882
2374	101599158
43	100763749
46	100763734
59	100560056
71	none present
103	none present
110	none present
126	10125494
159	100905938
217	N/A
218	N/A
219	N/A
220	N/A
248	N/A
255	N/A
383	2493858
384	2493855
385	2496724
386	2493675
387	2495191
388	2495426
389	2499842
390	2495517
391	2495167
392	2495514
393	2195173
394	2495182
395	2493656
396	2494694
397	2495506
398	2495512
399	2493654
400	2495508
401	2496920
402	2496916
403	2496911
404	2495502
405	2495190
407	2495478
408	2495135
409	2494344
410	2496703
411	2495504
412	2494695
413	2494692
414	2495149
415	2496708
416	2493662
417	2494690
419	2488732
420	2488735
421	2493664
422	2494687
423	2494688
424	2495510
425	2495157
426	2493660
427	2493679
428	2493652
429	2496923
430	2493825
431	2493658
432	2498234
433	2499371
435	100964157
525	101201559
603	100731315
636	101121335
659	100738041
1142	N/A
1143	N/A
1144	N/A
1145	N/A
1146	N/A
1147	N/A
1148	N/A
1149	N/A
1150	N/A
1162	100763848
1165	100763913
1178	100560256
1218	100763847
1225	100763916
1258	101318797
1435	101095138
1436	101095077
1483	101122997
1562	101131463
1614	NOT GIVEN
1800	NOT GIVEN
1892	2620075
1893	2607673
1894	2607050
1895	2604587
1896	2620066
1897	2611750
1898	2630930
1899	2614536
1900	2614544
1901	2620069
1902	2611744
1903	2607110
1904	2611754
1905	2607689
1906	2607028
1907	2641640
1908	2607060
1909	2611737
1910	2604627
1911	2620080
1912	2607116
1913	2618374
1914	2607916
1915	2607703
1916	2607717
1917	2608091
1918	2604603
1919	2607894
1920	2607746
1921	2604597
1922	2604619
1923	2607793
1924	2607891
1925	2604590
1926	2607787
1927	2607009
1928	2623562
1929	2620060
1930	2604594
1931	2620072
1932	2606975
1933	2604600
1934	2607108
1935	2604607
1936	2607084
1937	2607883
1938	2620063
2044	100957734
2139	101311163
2210	101252305
2280	101291707
2321	100162044
